,index,ID,Age,Age_group,Education,Children,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Expenses,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumAllPurchases,NumStorePurchases,NumWebVisitsMonth
1111,1137,8015,52,Gen X,Postgraduate,0,Divorced,85696.0,2013-03-05,88.0,714.0,76.0,395.0,116.0,0.0,12.0,1313.0,1.0,4.0,6.0,19.0,9.0,1.0
1112,1139,11166,53,Gen X,Undergraduate,1,Married,49678.0,2013-02-02,81.0,229.0,5.0,56.0,3.0,2.0,20.0,315.0,2.0,6.0,2.0,12.0,4.0,7.0
1113,1140,849,61,Boomers,Postgraduate,1,Married,56129.0,2013-06-20,65.0,320.0,48.0,133.0,39.0,72.0,48.0,660.0,4.0,6.0,2.0,18.0,10.0,4.0
1114,1141,523,25,Gen Z,Undergraduate,1,Married,37155.0,2013-01-31,51.0,23.0,0.0,26.0,7.0,15.0,3.0,74.0,1.0,2.0,0.0,6.0,4.0,5.0
1115,1142,4066,36,Millenials,Postgraduate,1,Divorced,21282.0,2014-11-05,76.0,1.0,5.0,8.0,4.0,8.0,20.0,46.0,2.0,2.0,1.0,5.0,2.0,6.0
1116,1143,8414,52,Gen X,Postgraduate,1,Single,33419.0,2013-08-17,76.0,56.0,0.0,12.0,0.0,0.0,18.0,86.0,2.0,2.0,0.0,6.0,4.0,7.0
1117,1144,819,69,Boomers,Undergraduate,0,Divorced,63285.0,2013-05-11,84.0,508.0,124.0,249.0,50.0,38.0,134.0,1103.0,1.0,6.0,5.0,24.0,13.0,3.0
1118,1145,4961,40,Millenials,Postgraduate,1,Married,21255.0,2014-01-21,56.0,29.0,0.0,25.0,2.0,2.0,3.0,61.0,4.0,2.0,1.0,7.0,4.0,4.0
1119,1146,749,33,Millenials,Undergraduate,1,Married,42162.0,2013-11-19,31.0,46.0,7.0,59.0,2.0,4.0,27.0,145.0,2.0,3.0,1.0,7.0,3.0,6.0
1120,1147,5430,58,Boomers,Undergraduate,2,Married,54450.0,2012-09-14,0.0,454.0,0.0,171.0,8.0,19.0,32.0,684.0,12.0,9.0,2.0,19.0,8.0,8.0
1121,1148,7755,60,Boomers,Postgraduate,1,Married,57744.0,2013-12-11,91.0,350.0,3.0,39.0,0.0,0.0,19.0,411.0,2.0,9.0,1.0,14.0,4.0,8.0
1122,1149,10525,28,Millenials,Undergraduate,1,Single,26576.0,2012-10-13,40.0,10.0,0.0,8.0,0.0,0.0,9.0,27.0,1.0,1.0,0.0,3.0,2.0,9.0
1123,1150,1453,71,Boomers,Postgraduate,0,Divorced,57513.0,2013-06-07,59.0,735.0,40.0,183.0,52.0,20.0,30.0,1060.0,2.0,9.0,3.0,25.0,13.0,6.0
1124,1151,8310,50,Gen X,Undergraduate,1,Married,68142.0,2012-08-29,96.0,897.0,126.0,196.0,91.0,112.0,37.0,1459.0,3.0,10.0,4.0,21.0,7.0,6.0
1125,1153,5031,40,Millenials,Undergraduate,0,Married,83145.0,2012-09-22,14.0,777.0,35.0,731.0,39.0,137.0,114.0,1833.0,1.0,5.0,9.0,25.0,11.0,2.0
1126,1154,2613,54,Gen X,Postgraduate,1,Married,54197.0,2014-03-04,16.0,162.0,6.0,37.0,6.0,13.0,13.0,237.0,2.0,1.0,3.0,10.0,6.0,1.0
1127,1155,213,51,Gen X,Postgraduate,2,Single,23091.0,2014-05-28,98.0,35.0,0.0,11.0,0.0,0.0,2.0,48.0,4.0,2.0,1.0,6.0,3.0,7.0
1128,1156,967,38,Millenials,Undergraduate,2,Married,46049.0,2013-07-21,11.0,342.0,9.0,112.0,19.0,14.0,19.0,515.0,10.0,5.0,2.0,16.0,9.0,7.0
1129,1157,1077,40,Millenials,Undergraduate,0,Married,56715.0,2012-05-12,52.0,258.0,105.0,239.0,237.0,172.0,9.0,1020.0,1.0,7.0,3.0,14.0,4.0,4.0
1130,1158,7959,53,Gen X,Undergraduate,0,Married,79410.0,2014-05-29,19.0,658.0,80.0,483.0,123.0,13.0,13.0,1370.0,1.0,3.0,2.0,10.0,5.0,1.0
1131,1159,640,63,Boomers,Undergraduate,1,Married,57304.0,2013-11-03,61.0,356.0,80.0,329.0,138.0,17.0,106.0,1026.0,2.0,7.0,6.0,23.0,10.0,5.0
1132,1160,4252,49,Gen X,Undergraduate,1,Married,44375.0,2014-03-23,73.0,213.0,5.0,28.0,7.0,7.0,41.0,301.0,1.0,4.0,1.0,11.0,6.0,5.0
1133,1161,8432,58,Boomers,Undergraduate,2,Married,54450.0,2012-09-14,0.0,454.0,0.0,171.0,8.0,19.0,32.0,684.0,12.0,9.0,2.0,19.0,8.0,8.0
1134,1162,6218,49,Gen X,Undergraduate,1,Married,59594.0,2012-10-20,74.0,457.0,4.0,29.0,0.0,0.0,9.0,499.0,1.0,8.0,1.0,16.0,7.0,7.0
1135,1163,6905,20,Gen Z,Undergraduate,0,Married,80685.0,2012-08-22,55.0,241.0,45.0,604.0,34.0,26.0,54.0,1004.0,1.0,6.0,4.0,20.0,10.0,2.0
1136,1164,5922,40,Millenials,Postgraduate,1,Married,40344.0,2013-10-13,48.0,210.0,0.0,6.0,0.0,0.0,2.0,218.0,2.0,4.0,1.0,10.0,5.0,7.0
1137,1165,3598,42,Gen X,Undergraduate,1,Married,62710.0,2013-05-23,53.0,441.0,35.0,83.0,7.0,29.0,11.0,606.0,4.0,4.0,2.0,18.0,12.0,4.0
1138,1166,6116,46,Gen X,Postgraduate,1,Married,48985.0,2013-05-07,13.0,19.0,13.0,18.0,10.0,7.0,8.0,75.0,1.0,1.0,1.0,5.0,3.0,3.0
1139,1167,6263,46,Gen X,Undergraduate,3,Married,35322.0,2012-08-22,34.0,28.0,9.0,37.0,12.0,7.0,13.0,106.0,3.0,2.0,0.0,6.0,4.0,8.0
1140,1168,10486,66,Boomers,Undergraduate,0,Married,77142.0,2013-05-29,54.0,476.0,75.0,162.0,29.0,151.0,97.0,990.0,1.0,4.0,4.0,16.0,8.0,2.0
1141,1169,2410,45,Gen X,Undergraduate,0,Single,81657.0,2014-01-22,69.0,364.0,40.0,425.0,158.0,60.0,50.0,1097.0,1.0,3.0,4.0,15.0,8.0,1.0
1142,1170,193,18,Gen Z,Undergraduate,0,Married,14421.0,2014-02-17,81.0,0.0,0.0,2.0,3.0,3.0,8.0,16.0,1.0,1.0,0.0,3.0,2.0,5.0
1143,1171,3363,40,Millenials,Postgraduate,0,Married,20130.0,2014-03-17,99.0,0.0,6.0,3.0,7.0,6.0,12.0,34.0,1.0,1.0,0.0,4.0,3.0,8.0
1144,1172,8278,24,Gen Z,Postgraduate,0,Married,74214.0,2012-08-26,3.0,863.0,83.0,547.0,86.0,99.0,33.0,1711.0,1.0,8.0,2.0,15.0,5.0,5.0
1145,1173,10660,57,Gen X,Postgraduate,2,Married,66726.0,2014-12-01,61.0,349.0,7.0,35.0,0.0,0.0,47.0,438.0,3.0,8.0,2.0,14.0,4.0,7.0
1146,1174,8686,35,Millenials,Undergraduate,1,Married,23724.0,2013-08-01,65.0,5.0,23.0,15.0,0.0,18.0,14.0,75.0,2.0,2.0,0.0,5.0,3.0,8.0
1147,1175,1604,54,Gen X,Postgraduate,1,Married,47353.0,2013-11-13,93.0,184.0,2.0,19.0,8.0,8.0,4.0,225.0,3.0,2.0,2.0,10.0,6.0,5.0
1148,1176,5907,62,Boomers,Postgraduate,2,Married,33444.0,2012-03-11,24.0,8.0,0.0,8.0,0.0,0.0,2.0,18.0,1.0,1.0,0.0,3.0,2.0,8.0
1149,1177,10669,33,Millenials,Undergraduate,1,Married,54386.0,2013-05-17,8.0,277.0,21.0,64.0,62.0,21.0,25.0,470.0,2.0,3.0,2.0,15.0,10.0,3.0
1150,1178,2918,33,Millenials,Undergraduate,2,Divorced,28510.0,2013-04-13,72.0,44.0,5.0,19.0,0.0,4.0,19.0,91.0,3.0,2.0,0.0,6.0,4.0,5.0
1151,1179,5735,23,Gen Z,Postgraduate,0,Single,90638.0,2014-02-13,29.0,1156.0,120.0,915.0,94.0,144.0,96.0,2525.0,1.0,3.0,4.0,17.0,10.0,1.0
1152,1180,359,64,Boomers,Undergraduate,1,Married,48070.0,2013-01-13,33.0,373.0,14.0,83.0,6.0,9.0,19.0,504.0,3.0,8.0,2.0,16.0,6.0,7.0
1153,1181,8387,57,Gen X,Undergraduate,1,Married,43140.0,2013-05-01,68.0,134.0,8.0,76.0,6.0,0.0,11.0,235.0,1.0,4.0,1.0,10.0,5.0,6.0
1154,1182,1829,53,Gen X,Postgraduate,1,Divorced,54959.0,2013-01-19,55.0,1148.0,0.0,60.0,0.0,0.0,24.0,1232.0,3.0,9.0,5.0,18.0,4.0,7.0
1155,1183,3839,56,Gen X,Undergraduate,2,Single,15056.0,2013-03-05,76.0,6.0,12.0,3.0,21.0,6.0,40.0,88.0,5.0,2.0,2.0,7.0,3.0,5.0
1156,1184,9392,43,Gen X,Undergraduate,1,Single,26954.0,2014-08-05,17.0,4.0,1.0,11.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,3.0,2.0,7.0
1157,1185,2292,29,Millenials,Undergraduate,1,Single,22327.0,2013-02-08,94.0,5.0,4.0,8.0,2.0,0.0,5.0,24.0,1.0,1.0,0.0,4.0,3.0,5.0
1158,1186,10466,49,Gen X,Undergraduate,2,Married,44393.0,2013-08-22,86.0,24.0,2.0,20.0,2.0,2.0,10.0,60.0,2.0,1.0,0.0,5.0,4.0,4.0
1159,1187,9855,62,Boomers,Postgraduate,1,Single,62000.0,2013-08-25,25.0,899.0,0.0,101.0,0.0,0.0,20.0,1020.0,1.0,6.0,6.0,25.0,13.0,4.0
1160,1188,4088,52,Gen X,Postgraduate,1,Married,31497.0,2012-06-12,22.0,108.0,1.0,28.0,13.0,1.0,4.0,155.0,2.0,3.0,1.0,8.0,4.0,8.0
1161,1189,5231,40,Millenials,Postgraduate,2,Married,45894.0,2014-02-27,15.0,27.0,2.0,7.0,0.0,2.0,13.0,51.0,1.0,1.0,0.0,4.0,3.0,5.0
1162,1190,590,44,Gen X,Postgraduate,0,Divorced,78579.0,2012-12-22,35.0,816.0,66.0,549.0,216.0,66.0,99.0,1812.0,1.0,5.0,6.0,15.0,4.0,3.0
1163,1191,8732,45,Gen X,Postgraduate,1,Divorced,67369.0,2012-11-17,81.0,1298.0,0.0,70.0,37.0,14.0,42.0,1461.0,4.0,7.0,4.0,21.0,10.0,4.0
1164,1192,2315,54,Gen X,Undergraduate,1,Divorced,58401.0,2014-04-20,55.0,10.0,0.0,11.0,17.0,29.0,29.0,96.0,1.0,1.0,2.0,5.0,2.0,4.0
1165,1193,3515,62,Boomers,Undergraduate,1,Single,62307.0,2014-02-17,94.0,87.0,13.0,34.0,10.0,6.0,10.0,160.0,1.0,4.0,0.0,8.0,4.0,5.0
1166,1194,2245,45,Gen X,Postgraduate,2,Married,43641.0,2013-04-22,50.0,57.0,2.0,51.0,4.0,2.0,23.0,139.0,3.0,2.0,1.0,7.0,4.0,6.0
1167,1195,6283,46,Gen X,Postgraduate,1,Divorced,63841.0,2013-04-21,64.0,635.0,15.0,100.0,20.0,7.0,131.0,908.0,1.0,9.0,3.0,21.0,9.0,6.0
1168,1196,2246,49,Gen X,Postgraduate,1,Married,46891.0,2013-01-09,91.0,43.0,12.0,23.0,29.0,15.0,61.0,183.0,1.0,2.0,1.0,7.0,4.0,4.0
1169,1197,6606,45,Gen X,Postgraduate,1,Married,70091.0,2013-03-31,11.0,964.0,34.0,137.0,15.0,0.0,11.0,1161.0,2.0,5.0,2.0,17.0,10.0,8.0
1170,1198,5545,42,Gen X,Postgraduate,0,Married,78075.0,2014-05-04,72.0,572.0,8.0,259.0,34.0,35.0,80.0,988.0,1.0,3.0,5.0,13.0,5.0,1.0
1171,1199,7342,53,Gen X,Postgraduate,1,Divorced,59184.0,2012-09-09,6.0,341.0,142.0,113.0,259.0,151.0,66.0,1072.0,3.0,6.0,6.0,24.0,12.0,5.0
1172,1200,837,37,Millenials,Undergraduate,2,Married,54809.0,2013-11-09,0.0,63.0,6.0,57.0,13.0,13.0,22.0,174.0,4.0,2.0,1.0,8.0,5.0,4.0
1173,1201,9500,55,Gen X,Undergraduate,1,Married,58113.0,2013-01-25,66.0,221.0,104.0,169.0,102.0,78.0,84.0,758.0,3.0,9.0,2.0,19.0,8.0,7.0
1174,1202,3602,56,Gen X,Postgraduate,1,Married,51412.0,2013-12-31,42.0,140.0,3.0,29.0,4.0,5.0,14.0,195.0,2.0,3.0,2.0,9.0,4.0,4.0
1175,1203,234,35,Millenials,Undergraduate,1,Divorced,15287.0,2012-10-10,60.0,1.0,2.0,8.0,4.0,3.0,13.0,31.0,2.0,1.0,1.0,4.0,2.0,7.0
1176,1204,2995,57,Gen X,Postgraduate,0,Married,66636.0,2013-08-17,64.0,291.0,10.0,689.0,84.0,10.0,0.0,1084.0,1.0,3.0,4.0,16.0,9.0,1.0
1177,1205,1118,58,Boomers,Postgraduate,1,Married,50965.0,2013-02-20,87.0,544.0,13.0,85.0,8.0,6.0,29.0,685.0,3.0,10.0,4.0,19.0,5.0,8.0
1178,1206,7789,49,Gen X,Postgraduate,0,Married,84618.0,2013-11-22,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1672.0,1.0,6.0,9.0,25.0,10.0,2.0
1179,1207,3068,24,Gen Z,Undergraduate,0,Married,18351.0,2013-10-29,1.0,1.0,12.0,9.0,0.0,14.0,7.0,43.0,1.0,2.0,0.0,5.0,3.0,7.0
1180,1208,8955,57,Gen X,Postgraduate,2,Married,40451.0,2014-02-16,54.0,35.0,0.0,4.0,0.0,0.0,10.0,49.0,1.0,1.0,1.0,4.0,2.0,5.0
1181,1209,945,49,Gen X,Undergraduate,1,Married,36317.0,2013-05-22,53.0,87.0,3.0,25.0,3.0,2.0,13.0,133.0,2.0,3.0,0.0,7.0,4.0,7.0
1182,1210,5644,57,Gen X,Undergraduate,1,Married,42213.0,2013-12-10,96.0,309.0,3.0,24.0,4.0,3.0,20.0,363.0,2.0,5.0,1.0,13.0,7.0,7.0
1183,1211,7192,59,Boomers,Undergraduate,1,Married,65748.0,2013-04-15,58.0,172.0,73.0,93.0,95.0,78.0,34.0,545.0,2.0,2.0,4.0,16.0,10.0,1.0
1184,1212,2324,42,Gen X,Undergraduate,1,Married,77044.0,2013-10-27,12.0,625.0,38.0,242.0,50.0,34.0,76.0,1065.0,2.0,7.0,11.0,29.0,11.0,4.0
1185,1213,697,45,Gen X,Undergraduate,0,Married,74918.0,2013-12-03,78.0,972.0,59.0,913.0,25.0,19.0,59.0,2047.0,1.0,5.0,9.0,20.0,6.0,3.0
1186,1214,3439,42,Gen X,Undergraduate,2,Married,56721.0,2012-10-31,64.0,157.0,6.0,39.0,6.0,13.0,75.0,296.0,5.0,4.0,1.0,10.0,5.0,6.0
1187,1215,1506,39,Millenials,Undergraduate,2,Single,42160.0,2013-06-28,26.0,48.0,9.0,45.0,3.0,15.0,20.0,140.0,4.0,2.0,1.0,7.0,4.0,6.0
1188,1216,232,49,Gen X,Undergraduate,1,Single,61559.0,2013-07-17,8.0,279.0,83.0,88.0,32.0,14.0,34.0,530.0,1.0,4.0,2.0,16.0,10.0,3.0
1189,1217,8876,51,Gen X,Postgraduate,2,Married,33629.0,2012-08-08,49.0,132.0,0.0,16.0,0.0,0.0,4.0,152.0,5.0,3.0,1.0,8.0,4.0,9.0
1190,1218,4500,23,Gen Z,Postgraduate,0,Married,68682.0,2013-06-10,56.0,919.0,0.0,505.0,99.0,30.0,45.0,1598.0,1.0,4.0,9.0,23.0,10.0,2.0
1191,1219,9739,51,Gen X,Undergraduate,1,Single,34377.0,2013-01-19,55.0,62.0,0.0,22.0,3.0,1.0,26.0,114.0,2.0,2.0,2.0,6.0,2.0,7.0
1192,1221,1176,41,Millenials,Undergraduate,1,Married,26228.0,2013-09-22,50.0,2.0,6.0,4.0,3.0,1.0,9.0,25.0,1.0,1.0,0.0,3.0,2.0,8.0
1193,1222,1627,57,Gen X,Postgraduate,0,Divorced,77297.0,2013-01-26,84.0,408.0,61.0,109.0,48.0,122.0,41.0,789.0,1.0,5.0,7.0,21.0,9.0,4.0
1194,1223,938,33,Millenials,Undergraduate,2,Married,40211.0,2013-07-30,30.0,51.0,1.0,7.0,2.0,1.0,25.0,87.0,2.0,2.0,1.0,5.0,2.0,8.0
1195,1224,2740,56,Gen X,Postgraduate,2,Divorced,33438.0,2013-09-22,81.0,62.0,1.0,16.0,3.0,2.0,6.0,90.0,4.0,2.0,1.0,7.0,4.0,5.0
1196,1225,257,55,Gen X,Postgraduate,1,Married,75032.0,2013-04-28,74.0,952.0,12.0,180.0,47.0,12.0,12.0,1215.0,2.0,5.0,4.0,18.0,9.0,3.0
1197,1226,4058,59,Boomers,Postgraduate,0,Single,61284.0,2013-12-10,76.0,618.0,15.0,106.0,20.0,7.0,45.0,811.0,1.0,11.0,2.0,21.0,8.0,6.0
1198,1227,7736,28,Millenials,Undergraduate,1,Married,22518.0,2012-10-22,36.0,11.0,7.0,12.0,2.0,2.0,27.0,61.0,2.0,2.0,1.0,5.0,2.0,5.0
1199,1228,8210,39,Millenials,Postgraduate,1,Married,54730.0,2013-08-15,64.0,318.0,3.0,17.0,4.0,7.0,56.0,405.0,5.0,4.0,1.0,13.0,8.0,4.0
1200,1229,833,59,Boomers,Postgraduate,2,Married,38452.0,2014-03-30,62.0,56.0,0.0,14.0,0.0,0.0,2.0,72.0,3.0,3.0,0.0,6.0,3.0,7.0
1201,1230,6230,43,Gen X,Undergraduate,2,Divorced,44421.0,2013-02-15,53.0,110.0,5.0,59.0,7.0,1.0,7.0,189.0,5.0,5.0,0.0,9.0,4.0,8.0
1202,1231,7325,28,Millenials,Postgraduate,1,Married,38197.0,2013-06-29,86.0,23.0,0.0,11.0,2.0,1.0,3.0,40.0,1.0,1.0,0.0,4.0,3.0,5.0
1203,1232,1307,36,Millenials,Undergraduate,1,Divorced,41986.0,2014-09-02,15.0,27.0,5.0,8.0,8.0,3.0,12.0,63.0,3.0,3.0,0.0,7.0,4.0,4.0
1204,1233,1502,31,Millenials,Undergraduate,1,Married,28427.0,2013-03-21,67.0,18.0,3.0,19.0,3.0,3.0,6.0,52.0,2.0,2.0,0.0,5.0,3.0,8.0
1205,1234,6211,38,Millenials,Postgraduate,1,Married,37395.0,2014-02-05,47.0,18.0,0.0,9.0,0.0,1.0,11.0,39.0,1.0,1.0,0.0,4.0,3.0,6.0
1206,1235,843,43,Gen X,Undergraduate,1,Married,64722.0,2014-05-26,47.0,303.0,0.0,280.0,60.0,147.0,15.0,805.0,4.0,8.0,2.0,21.0,11.0,6.0
1207,1236,4174,58,Boomers,Postgraduate,1,Married,55249.0,2014-04-17,81.0,97.0,1.0,19.0,2.0,0.0,11.0,130.0,1.0,2.0,1.0,7.0,4.0,3.0
1208,1237,9757,42,Gen X,Undergraduate,0,Married,84906.0,2013-04-10,98.0,997.0,15.0,414.0,99.0,30.0,76.0,1631.0,1.0,5.0,6.0,23.0,12.0,2.0
1209,1238,6918,25,Gen Z,Undergraduate,1,Married,28691.0,2013-04-07,56.0,5.0,4.0,13.0,8.0,0.0,4.0,34.0,1.0,1.0,0.0,4.0,3.0,8.0
1210,1239,286,62,Boomers,Undergraduate,2,Single,44213.0,2013-11-29,48.0,95.0,11.0,35.0,0.0,4.0,7.0,152.0,4.0,2.0,1.0,8.0,5.0,6.0
1211,1240,11086,30,Millenials,Undergraduate,1,Single,25707.0,2014-01-18,18.0,1.0,6.0,2.0,3.0,6.0,3.0,21.0,1.0,1.0,0.0,4.0,3.0,7.0
1212,1241,1921,47,Gen X,Postgraduate,3,Married,59062.0,2013-03-10,74.0,46.0,1.0,12.0,3.0,0.0,9.0,71.0,2.0,2.0,0.0,5.0,3.0,4.0
1213,1242,4138,52,Gen X,Undergraduate,1,Single,76624.0,2014-05-24,68.0,411.0,106.0,147.0,54.0,115.0,66.0,899.0,1.0,5.0,10.0,22.0,7.0,1.0
1214,1243,7718,67,Boomers,Postgraduate,0,Married,66000.0,2014-04-20,36.0,244.0,51.0,270.0,101.0,0.0,45.0,711.0,1.0,1.0,3.0,9.0,5.0,1.0
1215,1244,1291,36,Millenials,Postgraduate,1,Married,27683.0,2012-04-08,90.0,152.0,9.0,121.0,12.0,12.0,45.0,351.0,4.0,6.0,2.0,12.0,4.0,8.0
1216,1247,803,46,Gen X,Undergraduate,2,Married,40521.0,2013-05-04,82.0,12.0,0.0,5.0,0.0,0.0,4.0,21.0,1.0,0.0,1.0,3.0,2.0,5.0
1217,1248,4298,41,Millenials,Postgraduate,1,Married,20427.0,2014-03-24,63.0,5.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,3.0,2.0,8.0
1218,1249,10833,39,Millenials,Undergraduate,1,Married,65106.0,2014-05-24,55.0,790.0,19.0,133.0,12.0,0.0,19.0,973.0,3.0,8.0,3.0,24.0,13.0,6.0
1219,1250,9606,49,Gen X,Postgraduate,0,Married,69969.0,2013-08-27,64.0,882.0,29.0,514.0,38.0,29.0,44.0,1536.0,1.0,4.0,2.0,12.0,6.0,3.0
1220,1251,8534,62,Boomers,Undergraduate,2,Married,67433.0,2013-07-16,51.0,615.0,28.0,259.0,12.0,48.0,30.0,992.0,4.0,6.0,5.0,24.0,13.0,4.0
1221,1252,5153,47,Gen X,Postgraduate,1,Married,77766.0,2013-02-22,97.0,1004.0,59.0,265.0,115.0,59.0,27.0,1529.0,2.0,11.0,10.0,32.0,11.0,6.0
1222,1253,961,42,Gen X,Undergraduate,1,Married,74716.0,2013-12-09,92.0,133.0,27.0,421.0,13.0,195.0,71.0,860.0,2.0,7.0,3.0,15.0,5.0,4.0
1223,1254,5011,51,Gen X,Undergraduate,1,Divorced,68118.0,2013-10-18,51.0,595.0,23.0,123.0,10.0,23.0,154.0,928.0,2.0,8.0,9.0,21.0,4.0,6.0
1224,1255,6653,44,Gen X,Postgraduate,2,Married,55158.0,2012-07-30,72.0,293.0,0.0,87.0,4.0,11.0,23.0,418.0,4.0,7.0,2.0,14.0,5.0,7.0
1225,1256,9094,59,Boomers,Postgraduate,1,Married,62972.0,2012-03-08,39.0,313.0,15.0,47.0,20.0,0.0,192.0,587.0,2.0,7.0,4.0,14.0,3.0,6.0
1226,1257,810,39,Millenials,Undergraduate,1,Married,74190.0,2014-12-05,49.0,151.0,81.0,86.0,168.0,91.0,64.0,641.0,2.0,4.0,2.0,17.0,11.0,2.0
1227,1258,5493,38,Millenials,Undergraduate,2,Married,39356.0,2014-03-19,21.0,15.0,0.0,2.0,0.0,0.0,6.0,23.0,1.0,1.0,0.0,3.0,2.0,6.0
1228,1259,2147,45,Gen X,Undergraduate,0,Married,76653.0,2013-08-16,91.0,736.0,63.0,946.0,219.0,189.0,126.0,2279.0,1.0,4.0,7.0,22.0,11.0,2.0
1229,1260,5107,41,Millenials,Postgraduate,2,Divorced,35860.0,2014-05-19,37.0,15.0,0.0,8.0,4.0,2.0,20.0,49.0,2.0,1.0,1.0,4.0,2.0,5.0
1230,1261,3979,31,Millenials,Postgraduate,0,Divorced,90687.0,2013-05-22,98.0,982.0,17.0,672.0,23.0,34.0,51.0,1779.0,1.0,6.0,2.0,16.0,8.0,2.0
1231,1262,6049,32,Millenials,Postgraduate,0,Married,73450.0,2013-05-12,85.0,1142.0,51.0,415.0,90.0,69.0,37.0,1804.0,1.0,7.0,8.0,26.0,11.0,3.0
1232,1263,8147,54,Gen X,Undergraduate,2,Married,31454.0,2013-06-07,40.0,28.0,0.0,11.0,0.0,0.0,9.0,48.0,3.0,2.0,0.0,5.0,3.0,8.0
1233,1264,1857,62,Boomers,Undergraduate,2,Single,47139.0,2014-06-03,2.0,46.0,0.0,12.0,0.0,2.0,23.0,83.0,2.0,2.0,1.0,5.0,2.0,7.0
1234,1265,3910,39,Millenials,Undergraduate,0,Divorced,83829.0,2013-08-10,78.0,897.0,161.0,430.0,186.0,161.0,27.0,1862.0,0.0,4.0,7.0,17.0,6.0,1.0
1235,1266,5207,51,Gen X,Postgraduate,2,Married,53378.0,2012-09-24,41.0,489.0,6.0,152.0,8.0,6.0,132.0,793.0,10.0,9.0,4.0,19.0,6.0,8.0
1236,1267,11114,44,Gen X,Undergraduate,1,Married,19656.0,2013-08-02,94.0,25.0,4.0,9.0,6.0,8.0,32.0,84.0,3.0,2.0,1.0,6.0,3.0,7.0
1237,1268,5429,66,Boomers,Postgraduate,1,Married,45579.0,2013-08-20,10.0,145.0,1.0,33.0,2.0,1.0,1.0,183.0,1.0,4.0,1.0,9.0,4.0,6.0
1238,1269,9400,56,Gen X,Postgraduate,0,Single,85485.0,2014-06-21,73.0,630.0,26.0,611.0,44.0,18.0,54.0,1383.0,1.0,6.0,6.0,18.0,6.0,2.0
1239,1270,1740,70,Boomers,Undergraduate,0,Married,55956.0,2014-07-04,22.0,760.0,38.0,104.0,50.0,9.0,38.0,999.0,2.0,7.0,3.0,14.0,4.0,4.0
1240,1271,7488,51,Gen X,Postgraduate,1,Single,64191.0,2013-01-22,30.0,420.0,15.0,186.0,151.0,38.0,15.0,825.0,3.0,5.0,3.0,21.0,13.0,3.0
1241,1272,195,42,Gen X,Undergraduate,1,Single,38808.0,2012-08-26,21.0,125.0,17.0,52.0,3.0,19.0,30.0,246.0,4.0,5.0,1.0,10.0,4.0,8.0
1242,1273,635,48,Gen X,Postgraduate,2,Married,57183.0,2013-03-19,51.0,464.0,5.0,64.0,7.0,0.0,70.0,610.0,8.0,9.0,1.0,17.0,7.0,8.0
1243,1274,7527,46,Gen X,Postgraduate,1,Divorced,23748.0,2012-11-21,97.0,6.0,6.0,29.0,12.0,15.0,8.0,76.0,3.0,2.0,1.0,6.0,3.0,8.0
1244,1275,10319,43,Gen X,Undergraduate,1,Married,66303.0,2013-02-26,56.0,1090.0,12.0,96.0,16.0,12.0,60.0,1286.0,4.0,3.0,4.0,18.0,11.0,8.0
1245,1276,2296,39,Millenials,Postgraduate,1,Married,37368.0,2013-12-16,4.0,3.0,2.0,11.0,2.0,2.0,10.0,30.0,1.0,1.0,0.0,3.0,2.0,6.0
1246,1277,10637,50,Gen X,Undergraduate,3,Married,40800.0,2013-01-01,77.0,24.0,0.0,27.0,8.0,30.0,10.0,99.0,2.0,3.0,0.0,6.0,3.0,7.0
1247,1278,2931,36,Millenials,Undergraduate,0,Divorced,71847.0,2012-09-21,95.0,737.0,21.0,106.0,55.0,63.0,210.0,1192.0,0.0,6.0,7.0,22.0,9.0,3.0
1248,1279,907,39,Millenials,Undergraduate,1,Married,46149.0,2013-11-29,36.0,254.0,6.0,71.0,4.0,0.0,27.0,362.0,5.0,5.0,1.0,13.0,7.0,5.0
1249,1280,3698,31,Millenials,Undergraduate,0,Married,78687.0,2012-09-08,13.0,817.0,185.0,687.0,145.0,55.0,241.0,2130.0,1.0,4.0,6.0,18.0,8.0,2.0
1250,1281,9516,43,Gen X,Postgraduate,0,Divorced,49118.0,2012-08-18,90.0,620.0,54.0,239.0,99.0,98.0,119.0,1229.0,2.0,9.0,7.0,26.0,10.0,7.0
1251,1282,679,57,Gen X,Postgraduate,2,Married,37633.0,2012-09-20,49.0,13.0,4.0,20.0,0.0,0.0,1.0,38.0,2.0,1.0,0.0,4.0,3.0,9.0
1252,1283,7384,63,Boomers,Postgraduate,0,Married,39767.0,2013-07-21,18.0,113.0,61.0,204.0,34.0,26.0,47.0,485.0,2.0,7.0,1.0,15.0,7.0,8.0
1253,1284,5043,63,Boomers,Undergraduate,0,Married,26997.0,2012-05-11,89.0,7.0,23.0,78.0,133.0,49.0,144.0,434.0,2.0,4.0,2.0,11.0,5.0,7.0
